COUNTRY,LOWER_OR_SINGLE_HOUSE_ELECTIONS,LOWER_OR_SINGLE_HOUSE_SEATS,LOWER_OR_SINGLE_HOUSE_WOMEN,LOWER_OR_SINGLE_HOUSE_PERCENT_W,UPPER_HOUSE_OR_SENATE_ELECTIONS,UPPER_HOUSE_OR_SENATE_SEATS,UPPER_HOUSE_OR_SENATE_WOMEN,UPPER_HOUSE_OR_SENATE_PERCENT_W
Togo,2002-10-01,81.0,6.0,74.0,1970-01-01,0.0,0.0,0.0
Kenya,2002-12-01,224.0,16.0,71.0,1970-01-01,0.0,0.0,0.0
Benin,2003-03-01,83.0,5.0,60.0,1970-01-01,0.0,0.0,0.0
Chad,2002-04-01,155.0,9.0,58.0,1970-01-01,0.0,0.0,0.0
Fiji,2001-08-01,70.0,4.0,57.0,2001-08-01,32.0,0.0,0.0
Jordan,2003-06-01,110.0,6.0,55.0,2001-11-01,40.0,0.0,0.0
Ukraine,2002-03-01,450.0,24.0,53.0,1970-01-01,0.0,0.0,0.0
Nigeria,2003-04-01,360.0,17.0,49.0,2003-04-01,107.0,3.0,28.0
Armenia,2003-05-01,131.0,6.0,46.0,1970-01-01,0.0,0.0,0.0
Turkey,2002-11-01,550.0,24.0,44.0,1970-01-01,0.0,0.0,0.0
Madagascar,2002-12-01,160.0,6.0,38.0,2001-03-01,90.0,10.0,111.0
Mauritania,2001-10-01,81.0,3.0,37.0,2002-04-01,56.0,3.0,54.0
Belize,2003-03-01,29.0,1.0,34.0,2002-01-01,8.0,0.0,0.0
Egypt,2000-11-01,454.0,11.0,24.0,2001-05-01,264.0,15.0,57.0
Papua New Guinea,2002-06-01,109.0,1.0,9.0,1970-01-01,0.0,0.0,0.0
Yemen,2003-04-01,301.0,1.0,3.0,1970-01-01,0.0,0.0,0.0
Bahrain,2002-10-01,40.0,0.0,0.0,2002-11-01,40.0,6.0,150.0
Kuwait,2003-07-01,65.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Saudi Arabia,2001-05-01,120.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Barbados,2003-05-01,30.0,0.0,0.0,2003-05-01,21.0,0.0,0.0
Cambodia,2003-07-01,122.0,0.0,0.0,1999-03-01,61.0,8.0,131.0
Dem. Republic of the Congo,2000-08-01,300.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Kiribati,2003-05-01,42.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Nauru,2003-05-01,18.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Netherlands,2003-01-01,150.0,55.0,367.0,2003-06-01,75.0,22.0,293.0
Spain,2004-03-01,350.0,126.0,360.0,2004-03-01,259.0,60.0,232.0
Belgium,2003-05-01,150.0,53.0,353.0,2004-08-01,71.0,26.0,366.0
Argentina,2001-10-01,256.0,87.0,340.0,2001-10-01,72.0,24.0,333.0
South Africa ,2004-04-01,400.0,131.0,328.0,1999-06-01,90.0,17.0,315.0
Belarus,2004-10-01,107.0,31.0,290.0,2000-12-01,61.0,19.0,311.0
Grenada,2003-11-01,15.0,4.0,267.0,2003-11-01,13.0,4.0,308.0
Timor-Leste ,2001-08-01,88.0,23.0,261.0,1970-01-01,0.0,0.0,0.0
Switzerland,2003-10-01,200.0,50.0,250.0,2003-10-01,46.0,11.0,239.0
Australia ,2004-10-01,150.0,37.0,247.0,2001-10-01,76.0,22.0,289.0
Tunisia,2004-10-01,189.0,43.0,228.0,1970-01-01,0.0,0.0,0.0
Pakistan,2002-10-01,342.0,74.0,216.0,2003-03-01,100.0,18.0,180.0
United Rep. of Tanzania,2000-10-01,295.0,63.0,214.0,1970-01-01,0.0,0.0,0.0
Canada,2004-06-01,308.0,65.0,211.0,1970-01-01,105.0,34.0,324.0
Lithuania,2004-10-01,141.0,29.0,206.0,1970-01-01,0.0,0.0,0.0
China,2003-03-01,2985.0,604.0,202.0,1970-01-01,0.0,0.0,0.0
Dem. People's Rep. of Korea,2003-08-01,687.0,138.0,201.0,1970-01-01,0.0,0.0,0.0
Bahamas,2002-05-01,40.0,8.0,200.0,2002-05-01,16.0,7.0,438.0
Luxembourg,2004-06-01,60.0,12.0,200.0,1970-01-01,0.0,0.0,0.0
Peru,2001-04-01,120.0,22.0,183.0,1970-01-01,0.0,0.0,0.0
Equatorial Guinea,2004-04-01,100.0,18.0,180.0,1970-01-01,0.0,0.0,0.0
United Kingdom,2001-06-01,659.0,118.0,179.0,1970-01-01,677.0,113.0,167.0
Croatia,2003-11-01,152.0,27.0,178.0,1970-01-01,0.0,0.0,0.0
Panama,2004-05-01,78.0,13.0,167.0,1970-01-01,0.0,0.0,0.0
Philippines,2004-05-01,236.0,36.0,153.0,2004-05-01,24.0,0.0,0.0
Malawi,2004-04-01,185.0,27.0,146.0,1970-01-01,0.0,0.0,0.0
United States of America,2002-11-01,435.0,62.0,143.0,2002-11-01,100.0,14.0,140.0
Greece,2004-03-01,300.0,42.0,140.0,1970-01-01,0.0,0.0,0.0
Barbados,2003-05-01,30.0,4.0,133.0,2003-05-01,21.0,5.0,238.0
Republic of Korea,2004-04-01,299.0,39.0,130.0,1970-01-01,0.0,0.0,0.0
France,2002-06-01,574.0,70.0,122.0,2004-09-01,331.0,56.0,169.0
Slovenia,2004-10-01,90.0,11.0,122.0,1970-01-01,0.0,0.0,0.0
Dem. Republic of the Congo,2003-08-01,500.0,60.0,120.0,2003-08-01,120.0,3.0,25.0
Indonesia,2004-04-01,550.0,61.0,111.0,1970-01-01,0.0,0.0,0.0
Morocco,2002-09-01,325.0,35.0,108.0,2003-10-01,270.0,3.0,11.0
Swaziland,2003-10-01,65.0,7.0,108.0,2003-10-01,30.0,9.0,300.0
Antigua and Barbuda,2004-03-01,19.0,2.0,105.0,2004-03-01,17.0,3.0,176.0
Kazakhstan,2004-09-01,77.0,8.0,104.0,2004-09-01,39.0,3.0,77.0
Paraguay,2003-04-01,80.0,8.0,100.0,2003-04-01,45.0,4.0,89.0
Cambodia,2003-07-01,123.0,12.0,98.0,1999-03-01,61.0,8.0,131.0
Russian Federation,2003-12-01,450.0,44.0,98.0,1970-01-01,178.0,6.0,34.0
Ghana,2000-12-01,200.0,19.0,95.0,1970-01-01,0.0,0.0,0.0
Georgia,2004-03-01,235.0,22.0,94.0,1970-01-01,0.0,0.0,0.0
Bhutan,1970-01-01,150.0,14.0,95.0,1970-01-01,0.0,0.0,0.0
Gabon,2001-12-01,119.0,11.0,92.0,2003-02-01,91.0,14.0,154.0
Malta,2003-04-01,65.0,6.0,92.0,1970-01-01,0.0,0.0,0.0
Malaysia,2004-03-01,219.0,20.0,91.0,2003-01-01,51.0,18.0,353.0
Guatemala,2003-11-01,158.0,13.0,82.0,1970-01-01,0.0,0.0,0.0
India,2004-04-01,541.0,44.0,81.0,2004-06-01,242.0,0.0,0.0
Serbia and Montenegro ,2003-09-01,126.0,10.0,79.0,1970-01-01,0.0,0.0,0.0
Benin,2003-03-01,83.0,6.0,72.0,1970-01-01,0.0,0.0,0.0
Japan,2003-11-01,480.0,34.0,71.0,2004-07-01,242.0,0.0,0.0
Botswana,2004-10-01,57.0,4.0,70.0,1970-01-01,0.0,0.0,0.0
Algeria,2002-05-01,389.0,24.0,62.0,2003-12-01,144.0,28.0,194.0
Nigeria,2003-04-01,359.0,22.0,61.0,2003-04-01,109.0,3.0,28.0
Nepal,1999-05-01,205.0,12.0,59.0,2001-06-01,60.0,5.0,83.0
Fiji,2001-08-01,70.0,4.0,57.0,2001-08-01,32.0,2.0,63.0
Jordan,2003-06-01,110.0,6.0,55.0,2003-11-01,55.0,7.0,127.0
Mongolia,2004-06-01,74.0,4.0,54.0,1970-01-01,0.0,0.0,0.0
Liberia,2003-10-01,76.0,4.0,53.0,1970-01-01,0.0,0.0,0.0
Sri Lanka,2004-04-01,225.0,11.0,49.0,1970-01-01,0.0,0.0,0.0
Kiribati,2003-05-01,42.0,2.0,48.0,1970-01-01,0.0,0.0,0.0
Vanuatu,2004-07-01,52.0,2.0,38.0,1970-01-01,0.0,0.0,0.0
Belize,2003-03-01,30.0,1.0,33.0,2003-03-01,13.0,3.0,231.0
Iran Islamic Rep. of,2004-02-01,290.0,9.0,31.0,1970-01-01,0.0,0.0,0.0
Comoros,2004-04-01,33.0,1.0,30.0,1970-01-01,0.0,0.0,0.0
Marshall Islands,2003-11-01,33.0,1.0,30.0,1970-01-01,0.0,0.0,0.0
Micronesia Fed. States of,2003-03-01,14.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Guinea-Bissau,2004-03-01,104.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Nauru,2004-10-01,18.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Saint Kitts and Nevis,2004-10-01,15.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Uruguay,2004-10-01,99.0,0.0,0.0,2004-10-01,31.0,0.0,0.0
Rwanda,2003-09-01,80.0,39.0,488.0,2003-09-01,26.0,9.0,346.0
Norway,2005-09-01,169.0,64.0,379.0,1970-01-01,0.0,0.0,0.0
Denmark,2005-02-01,179.0,66.0,369.0,1970-01-01,0.0,0.0,0.0
Mozambique,2004-12-01,250.0,87.0,348.0,1970-01-01,0.0,0.0,0.0
Belgium,2003-05-01,150.0,52.0,347.0,2003-05-01,71.0,27.0,380.0
Austria,2002-11-01,183.0,62.0,339.0,1970-01-01,62.0,17.0,274.0
Argentina,2001-10-01,255.0,86.0,337.0,2001-10-01,72.0,24.0,333.0
Iceland,2003-05-01,63.0,21.0,333.0,1970-01-01,0.0,0.0,0.0
South Africa ,2004-04-01,400.0,131.0,328.0,2004-04-01,54.0,18.0,333.0
New Zealand,2005-09-01,121.0,39.0,322.0,1970-01-01,0.0,0.0,0.0
Germany,2005-09-01,614.0,195.0,318.0,1970-01-01,69.0,13.0,188.0
Iraq,2005-01-01,273.0,86.0,315.0,1970-01-01,0.0,0.0,0.0
Guyana,2001-03-01,65.0,20.0,308.0,1970-01-01,0.0,0.0,0.0
Burundi,2005-07-01,118.0,36.0,305.0,2005-07-01,52.0,17.0,327.0
Belarus,2004-10-01,110.0,32.0,291.0,2004-11-01,58.0,18.0,310.0
Andorra,2005-04-01,28.0,8.0,286.0,1970-01-01,0.0,0.0,0.0
Namibia,2004-11-01,78.0,21.0,269.0,2004-11-01,26.0,7.0,269.0
Grenada,2003-11-01,15.0,4.0,267.0,2003-11-01,13.0,5.0,385.0
Timor-Leste ,2001-08-01,87.0,22.0,253.0,1970-01-01,0.0,0.0,0.0
Australia,2004-10-01,150.0,37.0,247.0,2004-10-01,76.0,27.0,355.0
Mexico,2003-07-01,500.0,121.0,242.0,2000-07-01,128.0,28.0,219.0
Liechtenstein,2005-03-01,25.0,6.0,240.0,1970-01-01,0.0,0.0,0.0
Uganda,2001-06-01,305.0,73.0,239.0,1970-01-01,0.0,0.0,0.0
Luxembourg,2004-06-01,60.0,14.0,233.0,1970-01-01,0.0,0.0,0.0
Tunisia,2004-10-01,189.0,43.0,228.0,2005-07-01,112.0,15.0,0.0
Bulgaria,2005-06-01,240.0,53.0,221.0,1970-01-01,0.0,0.0,0.0
Lithuania,2004-10-01,141.0,31.0,220.0,1970-01-01,0.0,0.0,0.0
Republic of Moldova,2005-03-01,101.0,22.0,218.0,1970-01-01,0.0,0.0,0.0
Croatia,2003-11-01,152.0,33.0,217.0,1970-01-01,0.0,0.0,0.0
Pakistan,2002-10-01,342.0,73.0,213.0,2003-03-01,100.0,18.0,180.0
Portugal,2005-02-01,230.0,49.0,213.0,1970-01-01,0.0,0.0,0.0
Ethiopia,2005-05-01,546.0,116.0,212.0,2005-10-01,120.0,0.0,0.0
Canada,2004-06-01,308.0,65.0,211.0,1970-01-01,89.0,33.0,371.0
Poland,2005-09-01,460.0,94.0,204.0,2005-09-01,100.0,14.0,140.0
China,2003-02-01,2985.0,604.0,202.0,1970-01-01,0.0,0.0,0.0
United Kingdom,2005-05-01,646.0,127.0,197.0,1970-01-01,707.0,126.0,178.0
Suriname,2005-05-01,51.0,10.0,196.0,1970-01-01,0.0,0.0,0.0
Trinidad and Tobago,2002-10-01,36.0,7.0,194.0,2002-10-01,31.0,10.0,323.0
Bolivia,2002-06-01,130.0,25.0,192.0,2002-06-01,27.0,3.0,111.0
The F.Y.R. of Macedonia,2002-09-01,120.0,23.0,192.0,1970-01-01,0.0,0.0,0.0
Uzbekistan,2004-12-01,120.0,21.0,175.0,2005-01-01,100.0,15.0,150.0
Tajikistan,2005-02-01,63.0,11.0,175.0,2005-03-01,34.0,8.0,235.0
Mauritius,2005-07-01,70.0,12.0,171.0,1970-01-01,0.0,0.0,0.0
Czech Republic,2002-06-01,200.0,34.0,170.0,2004-10-01,81.0,10.0,123.0
Bosnia and Herzegovina,2002-10-01,42.0,7.0,167.0,1970-01-01,15.0,0.0,0.0
Slovakia,2002-09-01,150.0,25.0,167.0,1970-01-01,0.0,0.0,0.0
Zimbabwe,2005-03-01,150.0,25.0,167.0,1970-01-01,0.0,0.0,0.0
Cyprus,2001-05-01,56.0,9.0,161.0,1970-01-01,0.0,0.0,0.0
Turkmenistan,2004-12-01,50.0,8.0,160.0,1970-01-01,0.0,0.0,0.0
Philippines,2004-05-01,236.0,36.0,153.0,2004-05-01,24.0,4.0,167.0
United States of America,2004-11-01,435.0,66.0,152.0,2004-11-01,100.0,14.0,140.0
Angola,1992-09-01,220.0,33.0,150.0,1970-01-01,0.0,0.0,0.0
Guinea-Bissau,2004-03-01,100.0,14.0,140.0,1970-01-01,0.0,0.0,0.0
Malawi,2004-04-01,191.0,26.0,136.0,1970-01-01,0.0,0.0,0.0
Republic of Korea,2004-04-01,299.0,40.0,134.0,1970-01-01,0.0,0.0,0.0
Greece,2004-03-01,300.0,39.0,130.0,1970-01-01,0.0,0.0,0.0
Dominica,2005-05-01,31.0,4.0,129.0,1970-01-01,0.0,0.0,0.0
Bangladesh,2001-10-01,336.0,43.0,128.0,1970-01-01,0.0,0.0,0.0
Zambia,2001-12-01,158.0,20.0,127.0,1970-01-01,0.0,0.0,0.0
Chile,2001-12-01,120.0,15.0,125.0,2001-12-01,48.0,2.0,42.0
Niger,2004-11-01,113.0,14.0,124.0,1970-01-01,0.0,0.0,0.0
Slovenia,2004-10-01,90.0,11.0,122.0,,40.0,3.0,0.0
Colombia,2002-03-01,165.0,20.0,121.0,2002-03-01,102.0,9.0,88.0
Maldives,2005-01-01,50.0,6.0,120.0,1970-01-01,0.0,0.0,0.0
Italy,2001-05-01,616.0,71.0,115.0,2001-05-01,321.0,26.0,81.0
Indonesia,2004-04-01,550.0,62.0,113.0,1970-01-01,0.0,0.0,0.0
Romania,2004-11-01,331.0,37.0,112.0,2004-11-01,137.0,13.0,95.0
Botswana,2004-10-01,63.0,7.0,111.0,1970-01-01,0.0,0.0,0.0
Saint Lucia,2001-12-01,18.0,2.0,111.0,,11.0,4.0,364.0
Uruguay,2004-10-01,99.0,11.0,111.0,2004-10-01,31.0,3.0,97.0
Ghana,2004-12-01,230.0,25.0,109.0,1970-01-01,0.0,0.0,0.0
Thailand,2005-02-01,500.0,53.0,106.0,2000-03-01,200.0,21.0,105.0
Russian Federation,2003-12-01,447.0,44.0,98.0,1970-01-01,178.0,6.0,34.0
Hungary,2002-04-01,385.0,35.0,91.0,1970-01-01,0.0,0.0,0.0
Malaysia,2004-03-01,219.0,20.0,91.0,2004-03-01,70.0,18.0,257.0
Japan,2005-09-01,480.0,43.0,90.0,2004-07-01,242.0,34.0,140.0
Bhutan,1970-01-01,150.0,13.0,87.0,1970-01-01,0.0,0.0,0.0
Congo,2002-05-01,129.0,11.0,85.0,2005-10-01,60.0,8.0,133.0
Fiji,2001-08-01,71.0,6.0,85.0,2001-08-01,32.0,4.0,125.0
India,2004-04-01,543.0,45.0,83.0,2004-06-01,242.0,28.0,116.0
Somalia,2004-08-01,275.0,22.0,80.0,1970-01-01,0.0,0.0,0.0
Serbia and Montenegro,2003-02-01,126.0,10.0,79.0,1970-01-01,0.0,0.0,0.0
Albania,2005-07-01,140.0,10.0,71.0,1970-01-01,0.0,0.0,0.0
Madagascar,2002-12-01,160.0,11.0,69.0,2001-03-01,90.0,10.0,111.0
Belize,2003-03-01,30.0,2.0,67.0,2003-03-01,12.0,3.0,250.0
Mongolia,2004-06-01,75.0,5.0,67.0,1970-01-01,0.0,0.0,0.0
Chad,2002-04-01,155.0,10.0,65.0,1970-01-01,0.0,0.0,0.0
Nigeria,2003-04-01,360.0,23.0,64.0,2003-04-01,109.0,4.0,37.0
Algeria,2002-05-01,389.0,24.0,62.0,2003-12-01,144.0,4.0,28.0
Armenia,2003-05-01,131.0,7.0,53.0,1970-01-01,0.0,0.0,0.0
Libyan Arab Jamahiriya,1997-03-01,760.0,36.0,47.0,1970-01-01,0.0,0.0,0.0
Lebanon,2005-05-01,128.0,6.0,47.0,1970-01-01,0.0,0.0,0.0
Iran Islamic Rep. of,2004-02-01,290.0,12.0,41.0,1970-01-01,0.0,0.0,0.0
Tonga,2005-03-01,29.0,1.0,34.0,1970-01-01,0.0,0.0,0.0
Kyrgyzstan,2005-02-01,63.0,2.0,32.0,1970-01-01,0.0,0.0,0.0
Egypt,2000-11-01,454.0,13.0,29.0,2004-05-01,264.0,18.0,68.0
Oman,2003-10-01,83.0,2.0,24.0,2004-01-01,58.0,9.0,155.0
Kuwait,2003-07-01,65.0,1.0,15.0,1970-01-01,0.0,0.0,0.0
Yemen,2003-04-01,301.0,1.0,3.0,2003-02-01,111.0,3.0,0.0
Saudi Arabia,2005-04-01,150.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
United Arab Emirates,2003-02-01,40.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Micronesia Fed. States of,2005-03-01,14.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Palau,2004-11-01,16.0,0.0,0.0,2004-11-01,9.0,0.0,0.0
Afghanistan,2005-09-01,249.0,0.0,0.0,1970-01-01,102.0,0.0,0.0
Central African Republic,2005-05-01,105.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Sweden,2006-09-01,349.0,165.0,473.0,1970-01-01,0.0,0.0,0.0
Costa Rica,2006-02-01,57.0,22.0,386.0,1970-01-01,0.0,0.0,0.0
Finland,2003-03-01,200.0,76.0,380.0,1970-01-01,0.0,0.0,0.0
Argentina,2005-10-01,257.0,90.0,350.0,2005-10-01,72.0,31.0,431.0
Austria,2006-10-01,183.0,59.0,322.0,1970-01-01,62.0,17.0,274.0
Burundi,2005-07-01,118.0,36.0,305.0,2005-07-01,49.0,17.0,347.0
United Rep. of Tanzania,2005-12-01,319.0,97.0,304.0,1970-01-01,0.0,0.0,0.0
Uganda,2006-02-01,332.0,99.0,298.0,1970-01-01,0.0,0.0,0.0
Peru,2006-04-01,120.0,35.0,292.0,1970-01-01,0.0,0.0,0.0
Guyana,2006-08-01,69.0,20.0,290.0,1970-01-01,0.0,0.0,0.0
The F.Y.R. of Macedonia,2006-07-01,120.0,34.0,283.0,1970-01-01,0.0,0.0,0.0
Afghanistan,2005-09-01,249.0,68.0,273.0,2005-09-01,102.0,23.0,225.0
Iraq,2005-12-01,275.0,70.0,255.0,1970-01-01,0.0,0.0,0.0
Suriname,2005-05-01,51.0,13.0,255.0,1970-01-01,0.0,0.0,0.0
Lao People's Democratic Rep.,2006-04-01,115.0,29.0,252.0,1970-01-01,0.0,0.0,0.0
Honduras,2005-11-01,128.0,30.0,234.0,1970-01-01,0.0,0.0,0.0
Tunisia,2004-10-01,189.0,43.0,228.0,2005-07-01,112.0,15.0,134.0
Ethiopia,2005-05-01,529.0,116.0,219.0,2005-10-01,112.0,21.0,188.0
Pakistan,2002-10-01,342.0,73.0,213.0,2006-03-01,100.0,17.0,170.0
Singapore ,2006-05-01,85.0,18.0,212.0,1970-01-01,0.0,0.0,0.0
Canada,2006-01-01,308.0,64.0,208.0,1970-01-01,100.0,35.0,350.0
Poland,2005-09-01,460.0,94.0,204.0,2005-09-01,100.0,13.0,130.0
China,2003-02-01,2980.0,604.0,203.0,1970-01-01,0.0,0.0,0.0
Slovakia,2006-06-01,150.0,30.0,200.0,1970-01-01,0.0,0.0,0.0
Dominican Republic,2006-05-01,178.0,35.0,197.0,2006-05-01,32.0,1.0,31.0
United Kingdom,2005-05-01,646.0,127.0,197.0,1970-01-01,721.0,126.0,175.0
Latvia,2006-10-01,100.0,19.0,190.0,1970-01-01,0.0,0.0,0.0
Saint Vincent & the Grenadines,2005-12-01,22.0,4.0,182.0,1970-01-01,0.0,0.0,0.0
Venezuela,2005-12-01,167.0,30.0,180.0,1970-01-01,0.0,0.0,0.0
Italy,2006-04-01,630.0,109.0,173.0,2006-04-01,322.0,44.0,137.0
Bolivia,2005-12-01,130.0,22.0,169.0,2005-12-01,27.0,1.0,37.0
El Salvador,2006-03-01,84.0,14.0,167.0,1970-01-01,0.0,0.0,0.0
Zimbabwe,2005-03-01,150.0,24.0,160.0,2005-11-01,66.0,21.0,318.0
Philippines,2004-05-01,236.0,37.0,157.0,2004-05-01,24.0,4.0,167.0
Czech Republic,2006-06-01,200.0,31.0,155.0,2006-10-01,81.0,12.0,148.0
Cape Verde,2006-01-01,72.0,11.0,153.0,1970-01-01,0.0,0.0,0.0
Bangladesh ,2001-10-01,345.0,52.0,151.0,1970-01-01,0.0,0.0,0.0
Chile,2005-12-01,120.0,18.0,150.0,2005-12-01,38.0,2.0,53.0
Sudan,2005-08-01,450.0,66.0,147.0,2005-08-01,50.0,2.0,40.0
Zambia,2006-09-01,157.0,23.0,146.0,1970-01-01,0.0,0.0,0.0
Cyprus,2006-05-01,56.0,8.0,143.0,1970-01-01,0.0,0.0,0.0
Israel,2006-03-01,120.0,17.0,142.0,1970-01-01,0.0,0.0,0.0
Liberia,2005-10-01,64.0,8.0,125.0,2005-10-01,30.0,5.0,167.0
Slovenia,2004-10-01,90.0,11.0,122.0,,40.0,3.0,75.0
Serbia,2003-12-01,250.0,30.0,120.0,1970-01-01,0.0,0.0,0.0
San Marino,2006-06-01,60.0,7.0,117.0,1970-01-01,0.0,0.0,0.0
Azerbaijan,2005-11-01,124.0,14.0,113.0,1970-01-01,0.0,0.0,0.0
Fiji,2006-05-01,71.0,8.0,113.0,2006-06-01,32.0,5.0,156.0
Morocco,2002-09-01,325.0,35.0,108.0,2006-09-01,270.0,3.0,11.0
Central African Republic,2005-05-01,105.0,11.0,105.0,1970-01-01,0.0,0.0,0.0
Hungary,2006-04-01,386.0,40.0,104.0,1970-01-01,0.0,0.0,0.0
Kazakhstan,2004-09-01,77.0,8.0,104.0,2004-09-01,39.0,2.0,51.0
Cambodia,2003-07-01,123.0,12.0,98.0,2006-01-01,61.0,9.0,148.0
Japan,2005-09-01,480.0,45.0,94.0,2004-07-01,242.0,35.0,145.0
Ukraine,2006-03-01,450.0,39.0,87.0,1970-01-01,0.0,0.0,0.0
Montenegro,2006-09-01,81.0,7.0,86.0,1970-01-01,0.0,0.0,0.0
Togo,2002-10-01,81.0,7.0,86.0,1970-01-01,0.0,0.0,0.0
Dem. Republic of the Congo,2006-07-01,500.0,42.0,84.0,2003-08-01,120.0,3.0,25.0
India,2004-04-01,545.0,45.0,83.0,2004-06-01,250.0,28.0,112.0
Samoa,2006-03-01,49.0,4.0,82.0,1970-01-01,0.0,0.0,0.0
Somalia,2004-08-01,269.0,21.0,78.0,1970-01-01,0.0,0.0,0.0
Libyan Arab Jamahiriya,2006-03-01,468.0,36.0,77.0,1970-01-01,0.0,0.0,0.0
Kenya,2002-12-01,219.0,16.0,73.0,1970-01-01,0.0,0.0,0.0
Sao Tome and Principe,2006-03-01,55.0,4.0,73.0,1970-01-01,0.0,0.0,0.0
Kiribati,2003-05-01,42.0,3.0,71.0,1970-01-01,0.0,0.0,0.0
Mongolia,2004-06-01,76.0,5.0,66.0,1970-01-01,0.0,0.0,0.0
Nepal,1999-05-01,204.0,12.0,59.0,2001-06-01,18.0,3.0,167.0
Saint Lucia,2001-12-01,18.0,1.0,56.0,,11.0,4.0,364.0
Jordan,2003-06-01,110.0,6.0,55.0,2005-11-01,55.0,7.0,127.0
Tonga,2005-03-01,30.0,1.0,33.0,1970-01-01,0.0,0.0,0.0
Bhutan,1970-01-01,150.0,4.0,27.0,1970-01-01,0.0,0.0,0.0
Haiti,2006-02-01,82.0,2.0,24.0,2006-02-01,27.0,4.0,148.0
Oman,2003-10-01,83.0,2.0,24.0,1970-01-01,58.0,9.0,155.0
Egypt,2005-11-01,442.0,9.0,20.0,2004-05-01,264.0,18.0,68.0
Kuwait ,2006-06-01,65.0,1.0,15.0,1970-01-01,0.0,0.0,0.0
Yemen,2003-04-01,301.0,1.0,3.0,2001-04-01,111.0,2.0,18.0
Kyrgyzstan,2005-02-01,72.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Qatar,2005-06-01,35.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Solomon Islands,2006-04-01,50.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Tuvalu,2006-08-01,15.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Bosnia and Herzegovina,2006-10-01,42.0,0.0,0.0,,15.0,1.0,67.0
Brazil,2006-10-01,513.0,0.0,0.0,2006-10-01,81.0,12.0,148.0
Colombia,2006-03-01,166.0,0.0,0.0,2006-03-01,102.0,0.0,0.0
Ecuador,2006-10-01,100.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Mexico,2006-07-01,500.0,0.0,0.0,2006-07-01,128.0,22.0,172.0
Thailand,2006-04-01,500.0,0.0,0.0,2006-04-01,157.0,44.0,280.0
Finland,2007-03-01,200.0,84.0,420.0,1970-01-01,0.0,0.0,0.0
Netherlands,2006-11-01,150.0,55.0,367.0,2007-05-01,75.0,26.0,347.0
Belgium,2007-06-01,150.0,52.0,347.0,2007-06-01,71.0,27.0,380.0
Iceland,2007-05-01,63.0,20.0,317.0,1970-01-01,0.0,0.0,0.0
Germany,2005-09-01,614.0,194.0,316.0,1970-01-01,69.0,15.0,217.0
Switzerland,2007-10-01,200.0,59.0,295.0,2007-10-01,36.0,6.0,167.0
Timor-Leste,2007-06-01,65.0,18.0,277.0,1970-01-01,0.0,0.0,0.0
Viet Nam,2007-05-01,493.0,127.0,258.0,1970-01-01,0.0,0.0,0.0
Ecuador,2006-10-01,100.0,25.0,250.0,1970-01-01,0.0,0.0,0.0
Lithuania,2004-10-01,141.0,35.0,248.0,1970-01-01,0.0,0.0,0.0
Singapore,2006-05-01,94.0,23.0,245.0,1970-01-01,0.0,0.0,0.0
Lesotho,2007-02-01,119.0,28.0,235.0,2007-03-01,33.0,10.0,303.0
Seychelles,2007-05-01,34.0,8.0,235.0,1970-01-01,0.0,0.0,0.0
Mexico,2006-07-01,500.0,113.0,226.0,2006-07-01,128.0,22.0,172.0
United Arab Emirates,2006-12-01,40.0,9.0,225.0,1970-01-01,0.0,0.0,0.0
Philippines,2007-05-01,237.0,53.0,224.0,2007-05-01,23.0,4.0,174.0
Senegal,2007-06-01,150.0,33.0,220.0,2007-08-01,100.0,40.0,400.0
Estonia,2007-03-01,101.0,22.0,218.0,1970-01-01,0.0,0.0,0.0
Poland,2007-10-01,460.0,94.0,204.0,2007-10-01,100.0,8.0,80.0
Serbia,2007-01-01,250.0,51.0,204.0,1970-01-01,0.0,0.0,0.0
United Kingdom,2005-05-01,646.0,127.0,197.0,1970-01-01,751.0,142.0,189.0
Slovakia,2006-06-01,150.0,29.0,193.0,1970-01-01,0.0,0.0,0.0
Venezuela,2005-12-01,167.0,31.0,186.0,1970-01-01,0.0,0.0,0.0
France,2007-06-01,577.0,107.0,185.0,2004-09-01,331.0,56.0,169.0
Nicaragua,2006-11-01,92.0,17.0,185.0,1970-01-01,0.0,0.0,0.0
